he1	he2	ho1	ho2	n_all	r_hat1	r_hat2	mean_r_hat	r_max1	r_max2	fst	fit	fis	wc_he	corr_fst	corr_fit	corr_fis	corr_wc_he	corr_fst_mr	corr_fit_mr	corr_fis_mr	corr_wc_he_mr	het_f	hom_f	het_m	hom_m	auto_df	auto_g	sex_df	sex_g	maf	nind
122	0.56	0.604914933837429	0.333333333333333	0.391304347826087	3	0.25	0.214421252371917	0.232210626185958	0.25	0.291666666666667	-0.0245025506033158	0.380798683674652	0.395607833322905	0.609572845156369	-0.0290441221583944	0.41211835199939	0.428710941210623	0.545529889900687	-0.0283853956276002	0.411427512624533	0.42767323429727	0.543762691371752	10	12	4	8	5	2.89495124726642	5	17.7241708080798	0.552631578947368	38
127	0.497777777777778	0.447314049586777	0	0.0909090909090909	3	0.354166666666667	0.458333333333333	0.40625	0.354166666666667	0.458333333333333	-0.000368168318689898	0.890307123434251	0.890347494013021	0.492957762957763	-0.0215692797976229	0.945862761645854	0.947005808196512	0.419315328999906	-0.0239619205829277	0.918351774159079	0.920262439257077	0.424514713280727	2	20	0	11	5	2.64997109672304	5	1.52930432616442	0.621621621621622	37
130	0.244897959183674	0.363894139886578	0.142857142857143	0.478260869565217	2	0.263157894736842	1e-04	0.131628947368421	0.333333333333333	0.25	0.00174443668411814	-0.0724273343849029	-0.0743013851309242	0.327051008417468	0.0179477066337385	0.102482542852288	0.0860797706899932	0.35953583589726	-0.0118138234161343	0.0805657184603729	0.0913009288256321	0.365340308197005	10	11	0	12	2	12.945390584519	2	6.95362405706508	0.797297297297297	37
131	0.711805555555556	0.691358024691358	0.416666666666667	0.666666666666667	6	0.261538461538462	0.0181818181818181	0.13986013986014	0.3125	0.333333333333333	0.141763297048632	0.333118208780001	0.22296286219562	0.729265873015873	0.131162629733573	0.0859468020474442	-0.052041762052965	0.661651116384514	0.120911051277838	0.0837245546358429	-0.0423011763440424	0.658454019309555	12	6	4	5	20	16.0101403197705	20	23.9020046280478	0.316666666666667	30
132	0.21875	0	0	0	2	0.5	1e-04	0.25005	0.5	0.6875	0.0642673521850899	1	1	0.0921052631578948	0.495349676285503	1	1	0.15005999310024	-0.064400858306184	1	1	0.257372853957931	0	10	0	7	2	1.10475511840938	2	1.25549186292602	0.952380952380952	21
135	0.4765625	0.66375	0.125	0.55	4	0.479166666666667	0.093717816683831	0.286442241675249	0.479166666666667	0.3125	0.116780019858012	0.409230070094757	0.331118019080287	0.640728021978022	0.0593789926584378	0.378712040631693	0.339491724595619	0.569699356567051	0.058316198188662	0.369503963218145	0.330458869984713	0.538612982798388	5	11	7	2	9	15.9773693327721	9	31.6725123864433	0.428571428571429	28
136	0.244897959183674	0.439508506616257	0.285714285714286	0.304347826086957	2	1e-04	0.181702668360864	0.090901334180432	0.291666666666667	0.333333333333333	0.051120111298152	0.254267186068504	0.214091453712098	0.378284850955658	0.0949480525261398	0.374399694653447	0.308768621411511	0.382872145960952	0.0316554124342011	0.316719684495957	0.29438309019555	0.398855043796918	7	15	3	9	2	0.488559084258341	2	9.93242822686889	0.743243243243243	37
137	0.537037037037037	0.490234375	0.111111111111111	0.125	3	0.458333333333333	0.583333333333333	0.520833333333333	0.458333333333333	0.583333333333333	-0.0721127478736745	0.764353623721166	0.780203736271029	0.545960144927536	-0.0525087232329251	0.841384467316044	0.849297655038196	0.372304870533599	-0.0584810272807519	0.840484341539506	0.849297574213218	0.386845870640422	2	11	0	8	5	3.29178987299048	5	1.15674927885665	0.62	25
139	0.303571428571429	0.351239669421488	0.357142857142857	0.272727272727273	3	1e-04	0.125827814569537	0.0629639072847683	0.270833333333333	0.375	-0.0170259704631704	0.0947544693886881	0.109909130246646	0.343285799168152	0.00645031986401488	0.0118371585797227	0.00542181113175	0.359544917359214	-0.0151921050339482	-0.0511034430463726	-0.03537393349924	0.360752108786369	8	12	0	12	5	10.4987689058461	5	5.92658536727993	0.791666666666667	36
140	0.391111111111111	0.240702479338843	0.133333333333333	0.181818181818182	3	0.3125	0.139364303178484	0.225932151589242	0.3125	0.416666666666667	0.0229532216967873	0.495870792934136	0.484027563202901	0.314284544284544	0.0477398211120975	0.588751612672956	0.568134427497199	0.355696888717699	-0.00917698623528779	0.58108997635971	0.584899349317284	0.370716209847202	4	18	1	10	5	7.3634561018945	5	6.87432354092477	0.810810810810811	37
144	0.152777777777778	0.0487500000000001	0.166666666666667	0.05	2	1e-04	1e-04	1e-04	0.375	0.520833333333333	0.00544473844901281	-0.0304294728271932	-0.0360706062931695	0.0904861111111111	0.00536802227177024	-0.0295084660073395	-0.0350647164580096	0.0905740458271174	0.00536802227177024	-0.0295084660073395	-0.0350647164580096	0.0905740458271174	3	15	0	11	2	3.0702609109028	2	1.66132226388631	0.953125	32
145	0.46875	0.520408163265306	0.5	0.428571428571429	3	1e-04	0.0967741935483871	0.0484370967741935	0.166666666666667	0.333333333333333	0.0202949307312183	0.123233430703808	0.105070906746884	0.513403199117485	0.0303405233041972	-0.0565849545911745	-0.0896453651869393	0.505758175999725	0.0210485151586823	-0.0617281905806772	-0.0845564943933634	0.509659166391013	8	15	5	5	5	3.32040330851134	5	20.3310658964319	0.527027027027027	37
147	0.142011834319526	0	0	0	2	0.395833333333333	1e-04	0.197966666666667	0.395833333333333	0.625	0.0165484633569739	1	1	0.0683760683760685	0.36881935501696	1	1	0.152547920116569	-0.0517291755875886	1	1	0.213899502355817	0	18	0	8	2	0.753099147356451	2	0.823591954063092	0.96551724137931	29
148	0.18	0	0	0	2	0.458333333333333	1e-04	0.229216666666667	0.458333333333333	0.666666666666667	0.0352220520673814	1	1	0.0818181818181818	0.439243709058008	1	1	0.154620046921308	-0.059857487204012	1	1	0.240199340748292	0	14	0	6	2	0.735687798607614	2	0.802985302022125	0.958333333333333	24
154	0.600694444444444	0.527681660899654	0.25	0.117647058823529	3	0.354166666666667	0.5625	0.458333333333333	0.354166666666667	0.5625	0.00868500423001641	0.711695874802598	0.709170015153995	0.592833621315704	-0.00932665408452391	0.7784296855831	0.78047709973748	0.413159005994306	-0.0225378664317062	0.774830113028701	0.779793106579943	0.432940335697364	3	12	2	8	5	5.38354291896733	5	8.70441799743806	0.517241379310345	29
155	0.32	0.0831758034026464	0.266666666666667	0.0869565217391305	2	0.0909090909090906	1e-04	0.0455045454545453	0.270833333333333	0.4375	0.0936698937810796	0.214087836400266	0.132863226977588	0.18208746503941	0.132031035016598	0.295817607981692	0.188700955417486	0.193981552525913	0.066414812836042	0.303962784580301	0.254447023164411	0.21134351929982	3	19	2	10	2	0.920404035459929	2	8.60406302576964	0.894736842105263	38
166	0.375	0.1171875	0	0	2	0.5	0.625	0.5625	0.5	0.625	0.0609480812641084	1	1	0.221590909090909	-0.0497759539682146	1	1	0.293593979441997	-0.0436440168898741	1	1	0.302187607870211	0	12	0	9	2	0.132438630147289	2	0.165751611878077	0.875	24
167	0.0739644970414202	0.436224489795918	0.0769230769230769	0.214285714285714	2	1e-04	0.341176470588235	0.170638235294118	0.375	0.604166666666667	0.190232204132137	0.566631658169665	0.464823935896493	0.276821326821327	0.322541093378703	0.745088237618313	0.623723653360743	0.276410385476134	0.0929345684306667	0.665854528000304	0.631619219110154	0.341644182945167	2	14	2	6	2	9.163527896996	2	13.1960947879128	0.814814814814815	27
169	0.509765625	0.52930056710775	0.5625	0.391304347826087	3	1e-04	0.149897330595483	0.0749986652977413	0.145833333333333	0.291666666666667	-0.0110486094969762	0.131011849350458	0.140508040378111	0.536989853565941	-0.00143900135342868	0.180552086465198	0.181729578708907	0.525581243239249	-0.0147414618696233	0.172386051133951	0.18440905396612	0.5314497447483	12	11	4	8	5	7.0829837491211	5	17.8620441869018	0.628205128205128	39
174	0.498046875	0.625	0.1875	0.590909090909091	3	0.270833333333333	0.0280373831775702	0.149435358255452	0.270833333333333	0.229166666666667	0.151227569357739	0.395915767951264	0.28828480963781	0.591602704678363	0.109030112015989	0.401698158754218	0.328482534241921	0.568617541538523	0.113174561592879	0.409010759724525	0.333590112912203	0.559802522811499	8	15	7	5	5	10.9952018890728	5	33.3837060492512	0.421052631578947	38
175	0.627551020408163	0.434917355371901	0.642857142857143	0.409090909090909	8	1e-04	0.0305997552019584	0.0153498776009792	0.1875	0.3125	0.0207540755370643	0.0675883505204706	0.0478268776141116	0.525114591291062	0.0292354781844671	-0.426512067191733	-0.469472807394998	0.519541169697247	0.0353304753660471	-0.452298886386556	-0.505488511143374	0.516506444918253	9	11	6	6	35	6.47064692174387	35	22.3679349897685	0.666666666666667	36
178	0.196428571428571	0.616735537190083	0.214285714285714	0.181818181818182	6	1e-04	0.416666666666667	0.208383333333333	0.3125	0.416666666666667	0.0699568314838846	0.618660451812813	0.589976507439311	0.474227569815805	0.268967070896343	0.619452805429161	0.479439052030884	0.378319490580624	0.0328917870608822	0.560958113462765	0.546026100633608	0.468248352174713	6	16	1	10	20	13.756278015493	20	12.9097733980021	0.708333333333333	36
181	0.271484375	0.463842975206612	0.1875	0.5	4	0.182978723404255	1e-04	0.0915393617021276	0.270833333333333	0.270833333333333	0.0599917983510591	0.120762508366451	0.0646491274318552	0.393885400053163	0.0349683381551011	-0.113638990998141	-0.153992179768633	0.415811529082718	0.0502262496714624	-0.155734474149685	-0.216852406954713	0.407453089459218	7	15	5	7	9	2.76797522666516	9	18.2040868042007	0.736842105263158	38
