he1	he2	ho1	ho2	n_all	r_hat1	r_hat2	mean_r_hat	r_max1	r_max2	fst	fit	fis	wc_he	corr_fst	corr_fit	corr_fis	corr_wc_he	corr_fst_mr	corr_fit_mr	corr_fis_mr	corr_wc_he_mr	het_f	hom_f	het_m	hom_m	auto_df	auto_g	sex_df	sex_g	maf	nind
39	0.14819944598338	0.265	0.0526315789473685	0.25	4	0.475862068965517	0.0291262135922332	0.252494141278875	0.5	0.354166666666667	-0.00868481420549914	0.278851393891523	0.285060510525781	0.21518765729292	0.151460613174733	0.547410446821662	0.466625167664096	0.294398912765304	-0.0267058993087522	0.454295718639919	0.46849016672887	0.316164011491786	3	21	3	11	9	5.87305430915254	9	12.1027625700488	0.884615384615385	39
40	0.490702479338843	0.090702947845805	0.318181818181818	0.0952380952380952	2	0.213282247765006	1e-04	0.106691123882503	0.3125	0.395833333333333	0.312222442066971	0.527489255166619	0.312989004390587	0.30465644206427	0.349396436889661	0.605430868807717	0.393533706907526	0.2994695022137	0.237399708065542	0.564549750891423	0.428992810894436	0.342244888039377	6	19	3	14	2	2.00154273919566	2	9.1054659234575	0.755813953488372	43
41	0.126666666666667	0.433518005540166	0.133333333333333	0.105263157894737	5	1e-04	0.4375	0.2188	0.5625	0.4375	0.0335842915233608	0.636869939587296	0.624250664359434	0.313099845201238	0.292911401008889	0.75178811037064	0.648966353037634	0.295990493096853	-0.00647255319051375	0.734034866503348	0.735745269303625	0.370903589793855	1	19	3	10	14	7.93721221123455	14	10.6485371151451	0.823529411764706	34
42	0.0444214876033058	0.277777777777778	0.0454545454545454	0.238095238095238	3	1e-04	0.0769230769230767	0.0385115384615383	0.4375	0.333333333333333	0.110346069171115	0.23705684822724	0.142427043443813	0.162709053094759	0.143802134006726	0.104451981941901	-0.0459591802639852	0.177356104263683	0.0898812451617158	0.0423178744082371	-0.052260620386765	0.187578282624213	4	21	2	15	5	2.15751899535598	5	8.99803219466189	0.906976744186046	43
45	0.638321995464853	0.577097505668934	0.19047619047619	0.285714285714286	3	0.395833333333333	0.3125	0.354166666666667	0.395833333333333	0.3125	0.0676421404682274	0.648829431438127	0.623352165725047	0.632142857142857	0.0297674825546087	0.655256412829704	0.644679413468844	0.496571750787604	0.0238715623728145	0.653987236073005	0.645525372902671	0.499317809648781	4	21	5	11	5	6.35330739055815	5	18.8591575029443	0.428571428571429	42
48	0.477839335180055	0.621107266435986	0.157894736842105	0.176470588235294	3	0.458333333333333	0.458333333333333	0.458333333333333	0.458333333333333	0.458333333333333	0.00784119669847093	0.711252471767394	0.708970451835166	0.572679536210769	-0.0160252918259576	0.71100118626853	0.715559429419229	0.424284885345754	-0.0160252918259576	0.71100118626853	0.715559429419229	0.424284885345754	3	17	2	13	5	2.51742118314652	5	5.73179240375506	0.555555555555556	36
49	0.375	0.244897959183674	0.318181818181818	0.285714285714286	2	0.081967213114754	1e-04	0.041033606557377	0.3125	0.3125	0.0113207690633444	0.0638253383352166	0.0531057674005455	0.319281257596629	0.0279111750891154	0.142964483526186	0.118356785397279	0.328585446079158	0.00605713017363342	0.102611134080485	0.0971424081182038	0.334290303737167	8	17	5	12	2	0.096719118463572	2	16.0131004087781	0.802325581395349	43
51	0.5	0.104938271604938	0.285714285714286	0.111111111111111	3	0.272727272727273	1e-04	0.136413636363636	0.541666666666667	0.458333333333333	0.56680952877455	0.719964659463197	0.353551476456504	0.290046296296296	0.552852119488894	0.710546577670627	0.352667350232058	0.279812974909216	0.449505848109934	0.676944067757209	0.413152835259719	0.339688293331795	5	16	1	9	5	1.9436703960016	5	4.17772018930295	0.65625	32
52	0.490702479338843	0.427437641723356	0.409090909090909	0.428571428571429	2	0.0907003444316877	1e-04	0.0454001722158439	0.270833333333333	0.25	0.103811201060726	0.205235948081076	0.113173415178136	0.472025374889811	0.101714189082717	0.227248533091511	0.139748777597416	0.47109133214027	0.092914902633435	0.201719716631401	0.119949952120089	0.474679632664695	9	16	8	9	2	0.627397966470014	2	25.5187843772539	0.558139534883721	43
56	0.250566893424036	0.353185595567867	0.19047619047619	0.421052631578947	3	0.136246786632391	1e-04	0.0681733933161955	0.395833333333333	0.3125	-0.0131605010280926	0.0104863644222229	0.0233397032615466	0.307169238886691	-0.0202022628194866	0.176759803168383	0.193061781144784	0.337443549656505	-0.0196442501601939	0.162338683676425	0.178476889177797	0.333188322052297	10	15	2	12	5	9.48557932801776	5	12.1331360892989	0.825	40
58	0	0.21875	0	0.25	2	1e-04	1e-04	1e-04	0.666666666666667	0.354166666666667	0.0753424657534247	-0.0273972602739727	-0.111111111111111	0.140625	0.0752537087805706	-0.0269299835027035	-0.110499164207005	0.140702490802032	0.0752537087805706	-0.0269299835027035	-0.110499164207005	0.140702490802032	2	17	3	9	2	1.10892531759599	2	10.0717746902604	0.921875	32
60	0.671487603305785	0.634920634920635	0.636363636363636	0.333333333333333	4	0.0268562401263823	0.291666666666667	0.159261453396525	0.166666666666667	0.291666666666667	0.067389352327726	0.32384270449196	0.274984370813611	0.67360215885457	0.0581817351123223	0.347543885244066	0.307237777095195	0.609904130400212	0.0476662034120049	0.314143924785611	0.279815462108284	0.613712145001908	15	10	6	11	9	10.9842033321402	9	22.041775377701	0.441860465116279	43
72	0.433518005540166	0.639455782312925	0.105263157894737	0.333333333333333	5	0.479166666666667	0.291666666666667	0.385416666666667	0.479166666666667	0.291666666666667	0.0821802271066205	0.633992178096067	0.601220378212041	0.564221408785121	0.0183952967623718	0.528481547367511	0.519645279737068	0.459073859603719	0.0270759823604799	0.54618179915806	0.533552268610882	0.456350163028909	4	20	5	10	14	12.1905420210623	14	21.0308490777315	0.5875	40
73	0.567148760330578	0.345804988662132	0.409090909090909	0.238095238095238	3	0.161904761904762	0.184466019417476	0.173185390661119	0.270833333333333	0.333333333333333	0.0423637526356932	0.341526922162712	0.312397499938419	0.473502343751918	0.0156405887835507	0.390337339729762	0.380650346485914	0.473467801625674	0.0198077658789483	0.390577361120678	0.378262122811248	0.471674457537456	9	16	5	12	5	1.78839814169805	5	16.9992563057983	0.686046511627907	43
74	0.49625	0.505540166204986	0.1	0.157894736842105	4	0.458333333333333	0.416666666666667	0.4375	0.458333333333333	0.416666666666667	-0.0408231283732294	0.745530195349012	0.7555110011355	0.524379946748368	-0.03499766167222	0.770126868575645	0.777899854331116	0.419395855229954	-0.0358249182286524	0.769914316630003	0.777872032888084	0.42002490753065	4	19	1	14	9	9.91521032096887	9	8.24441807174191	0.666666666666667	39
78	0.267561983471074	0.36281179138322	0.227272727272727	0.285714285714286	2	0.0814196242171188	0.118881118881119	0.100150371549119	0.354166666666667	0.3125	-0.00888125368426158	0.201370294870724	0.208400689166523	0.323160909802997	-0.0102056430278378	0.30909996742335	0.31607981271432	0.353358483406596	-0.0164326362771738	0.308311015116112	0.319493530415065	0.355230769438092	4	21	7	10	2	5.77223654298233	2	25.8570144038447	0.802325581395349	43
81	0.357777777777778	0.375	0.0666666666666667	0.125	2	0.583333333333333	0.5	0.541666666666667	0.583333333333333	0.5	-0.059128172091907	0.736253742089507	0.750977960118309	0.388616981831665	-0.0380718619766969	0.860688350177125	0.865797682293789	0.338162308824232	-0.0442784224622301	0.859875985360377	0.865817380091762	0.339737870626607	2	17	1	11	2	0.40271664669282	2	3.10339463342055	0.758064516129032	31
83	0.544378698224852	0.321329639889197	0	0.210526315789474	4	0.645833333333333	0.208333333333333	0.427083333333333	0.645833333333333	0.395833333333333	0.0238018538253318	0.719637678262304	0.712801829386458	0.435239541160594	0.183313825471642	0.831233817519495	0.793352467882821	0.344306595003718	-0.0205122399561258	0.836478970286374	0.839765733999764	0.398634998811915	1	17	3	10	9	6.61677565677299	9	12.3381168087612	0.734375	32
85	0.702216066481995	0.635	0.263157894736842	0.65	5	0.416666666666667	1e-04	0.208383333333333	0.416666666666667	0.1875	0.0945915011196879	0.395572763947019	0.332425930615346	0.691366670314039	0.12818098840148	0.0858706298092529	-0.0485311263339494	0.565685799468851	0.0716462166146998	0.028003446613196	-0.0470109249109298	0.597370835603874	10	14	7	7	14	12.6977521743668	14	29.6325827772232	0.384615384615385	39
86	0	0.228531855955679	0	0.0526315789473685	2	1e-04	0.458333333333333	0.229216666666667	0.520833333333333	0.458333333333333	0.0888888888888889	0.8	0.780487804878049	0.119883040935672	0.421277590322524	0.963572624654857	0.937055530015773	0.184506449567634	-0.00872110568747165	0.95108237856653	0.951505305918893	0.2570709125137	1	22	0	14	2	1.07510765594944	2	0.00655648478724208	0.934210526315789	38
87	0.209750566893424	0.145429362880886	0.0476190476190477	0.0526315789473685	2	0.458333333333333	0.458333333333333	0.458333333333333	0.458333333333333	0.458333333333333	-0.0361090199448572	0.723429429756449	0.733068079787328	0.187313678934177	-0.0375706471268272	0.901679296804535	0.905239509745454	0.312602813195261	-0.0375706471268272	0.901679296804535	0.905239509745454	0.312602813195261	0	23	2	14	2	6.73261585118644	2	9.00050068632212	0.9	40
90	0.165289256198347	0.549886621315193	0.0909090909090909	0.476190476190476	3	0.290322580645161	0.0718232044198895	0.181072892532526	0.416666666666667	0.229166666666667	0.214921242616561	0.397328810546789	0.2323430180918	0.363534461379044	0.0882546029898579	0.422037143011016	0.366091829051971	0.419422875422584	0.135005163328076	0.411717325104688	0.319900362459115	0.396882725070889	7	18	4	13	5	2.76531734576166	5	12.7403243356673	0.732558139534884	43
97	0.152777777777778	0.164359861591696	0	0.0588235294117647	3	0.666666666666667	0.472868217054264	0.569767441860465	0.666666666666667	0.5	-0.0632589722440681	0.784468187136746	0.797291329309583	0.170109934139684	0.00908228940657666	1	1	0.28013655917388	-0.0498966267764225	1	1	0.288086596145397	1	15	0	12	5	1.17377512836799	5	0.691243212608344	0.913793103448276	29
101	0.377066115702479	0.345804988662132	0.227272727272727	0.380952380952381	3	0.247863247863248	1e-04	0.123981623931624	0.354166666666667	0.270833333333333	-0.00870118683356303	0.1803883683306	0.187458444217497	0.372073993316194	0.0422341604843903	0.329196624816941	0.299616516368637	0.385541052232912	-0.0166578071557862	0.298453421335495	0.309948171620144	0.398202064102134	7	18	6	11	5	5.05465024249333	5	23.7091116835916	0.779069767441861	43
107	0.678004535147392	0.436728395061728	0.285714285714286	0.111111111111111	5	0.354166666666667	0.458333333333333	0.40625	0.354166666666667	0.458333333333333	0.0429039269284336	0.668215590646895	0.653342628093412	0.591731841731842	-0.00820290877348037	0.697249522247172	0.699712751155285	0.462532714096752	0.0033426865146953	0.696901117907819	0.695884555311949	0.457589901074393	5	18	3	12	14	10.7870113874221	14	14.0439539411948	0.576923076923077	39
112	0.73375	0.623456790123457	0.45	0.444444444444444	7	0.239704329461457	0.167630057803468	0.203667193632463	0.3125	0.333333333333333	8.21567622825891e-05	0.367228584987868	0.367176594265756	0.706940383365822	0.00133858086810153	0.257719112039522	0.256724177243458	0.609394585380688	-0.00550323195054956	0.256310405872474	0.260380702422148	0.613877486231379	12	11	4	10	27	8.97008462705996	27	20.2359568619805	0.434210526315789	38
113	0.494459833795014	0.522222222222222	0.578947368421053	0.333333333333333	6	1e-04	0.220779220779221	0.11043961038961	0.291666666666667	0.458333333333333	0.0855941406324096	0.178284868832869	0.101367163443774	0.523671310629515	0.106509382222938	-0.365251141026986	-0.527997176314654	0.498810863857985	0.0828770226745363	-0.422313196279656	-0.550842396760618	0.505810177215872	7	14	8	4	20	12.821558054656	20	31.7078070999803	0.647058823529412	34
116	0.461218836565097	0.216262975778547	0.631578947368421	0.235294117647059	5	1e-04	1e-04	1e-04	0.270833333333333	0.4375	0.0879321907378839	-0.148990958568002	-0.259764840837396	0.352799530544932	0.102726005201379	-0.651502310099449	-0.840577482099102	0.347113277606425	0.102726005201379	-0.651502310099449	-0.840577482099102	0.347113277606425	9	13	7	6	14	3.40770167286859	14	27.0730419195742	0.777777777777778	36
117	0.518140589569161	0.6375	0.285714285714286	0.55	5	0.289139633286319	0.0736842105263157	0.181411921906317	0.354166666666667	0.229166666666667	0.243238314825592	0.47289703502216	0.303475618144753	0.59529021114387	0.185174475213378	0.189831685517216	0.0057155920650106	0.549334089739612	0.189237111824958	0.197002116665922	0.00957740537241625	0.547759860562464	11	13	5	11	14	10.3555609636438	14	15.7773760353065	0.426829268292683	41
120	0.516620498614958	0.717451523545706	0.473684210526316	0.526315789473684	7	0.0433566433566433	0.153674832962138	0.0985157381593906	0.333333333333333	0.270833333333333	0.261280542179419	0.420545746388443	0.215596330275229	0.637426900584795	0.25397210930688	0.0149974605926413	-0.320329376013291	0.590242959497721	0.239009722293677	0.0104291670228732	-0.300372504047965	0.6012212368615	14	10	5	8	27	14.6435856446196	27	20.4589331677558	0.355263157894737	38
122	0.701814058956916	0.56375	0.571428571428571	0.4	5	0.102404274265361	0.169909208819715	0.136156741542538	0.229166666666667	0.291666666666667	0.018090262252436	0.268167618401049	0.254684668595174	0.654494624616576	0.00858806231467596	0.0669468448273925	0.0588643129000124	0.609824808866054	0.0140923328106478	0.0658557551815862	0.0525033165818729	0.606349305692057	14	10	6	10	14	10.1369120092776	14	19.2369448092671	0.463414634146341	41
130	0.325413223140496	0.332409972299169	0.227272727272727	0.105263157894737	2	0.177570093457944	0.4375	0.307535046728972	0.354166666666667	0.4375	-0.0380610556025391	0.480465252968542	0.499514268233581	0.341132017319437	0.0269022628751159	0.631704075127803	0.621522164915968	0.371621399242423	-0.0374179127890946	0.612563396853229	0.626537581074585	0.384356057908252	5	19	2	15	2	0.6395452713118	2	6.2377040580259	0.792682926829268	41
131	0.751111111111111	0.747404844290657	0.533333333333333	0.588235294117647	6	0.169550173010381	0.119170984455958	0.14436057873317	0.4375	0.3125	0.0325921527915445	0.302649584032518	0.279155717022814	0.780334967320261	0.0224745417578664	0.251258070659537	0.234043550449405	0.698930414789689	0.0220137043824217	0.250085097814788	0.233205101599449	0.698332942568364	8	10	10	3	20	22.7570190441387	20	40.5236490086914	0.3125	32
133	0.663194444444444	0.495867768595041	0.0833333333333334	0	5	0.645833333333333	0.645833333333333	0.645833333333333	0.645833333333333	0.645833333333333	-0.0575013108201555	0.927779508651413	0.93170647581271	0.636638120333773	-0.0441528592219009	0.958348126361736	0.960109409967711	0.317661985534917	-0.0441528592219009	0.958348126361736	0.960109409967711	0.317661985534917	0	11	1	10	14	5.58098757514583	14	7.8764354696988	0.5	23
136	0.416322314049587	0.489795918367347	0.227272727272727	0.380952380952381	2	0.293739967897271	0.125	0.209369983948636	0.354166666666667	0.270833333333333	0.11633908270788	0.427802168535621	0.352469006756783	0.466889746668533	0.0710709386650061	0.468892539664577	0.428258321930255	0.462191655456468	0.0664562098743975	0.461812546818796	0.423500580397204	0.462856534799155	8	17	4	13	2	0.722385426043971	2	11.9133008042738	0.569767441860465	43
139	0.616735537190083	0.0487500000000001	0.363636363636364	0.05	4	0.258166491043203	1e-04	0.129133245521602	0.291666666666667	0.4375	0.384156982547702	0.63160773886342	0.401808170756577	0.358222402597403	0.439125614158867	0.657896262765406	0.390052842720661	0.319837309938358	0.298034271713122	0.640521946106523	0.487897999278725	0.388606507608264	8	16	1	16	9	16.579754058282	9	7.93681137733065	0.69047619047619	42
140	0.13265306122449	0.244897959183674	0.142857142857143	0.19047619047619	2	1e-04	0.125	0.0625500000000001	0.416666666666667	0.354166666666667	0.759282700421941	0.793248945147679	0.141104294478528	0.194047619047619	0.710693328822453	0.800196078612152	0.309369809639721	0.22232347856795	0.698093076674717	0.783572530291665	0.28313180988185	0.231583135093922	2	23	5	11	2	3.67619554204409	2	15.5463931275228	0.535714285714286	42
145	0.360537190082645	0.375	0.363636363636364	0.388888888888889	3	1e-04	1e-04	1e-04	0.291666666666667	0.354166666666667	0.423075854918442	0.425367054859195	0.00397140587768086	0.376495215311005	0.426555010648966	0.291278117978535	-0.235902126939018	0.374220567546463	0.426555010648966	0.291278117978535	-0.235902126939018	0.374220567546463	9	16	5	9	5	2.85974137819493	5	17.7108394996711	0.5375	40
147	0.21875	0.336734693877551	0.25	0.142857142857143	2	1e-04	0.404255319148936	0.202177659574468	0.395833333333333	0.541666666666667	-0.00957449212386427	0.251265080453958	0.258365850774506	0.277606355042017	0.195247138024443	0.516485719030958	0.399176686638825	0.294502052156855	-0.0289331158072949	0.454405781325064	0.469747634425328	0.345801339443447	5	15	2	12	2	0.624766527460069	2	6.29250016404137	0.838235294117647	34
150	0.13265306122449	0.265927977839335	0.0476190476190477	0.105263157894737	2	0.458333333333333	0.432835820895523	0.445584577114428	0.458333333333333	0.4375	-0.00434794294577336	0.631294072517764	0.632890244788262	0.204298575385833	-0.0330480026178136	0.838214348484654	0.843389996297006	0.319489176066815	-0.0307331966876991	0.838176631257824	0.843001691162949	0.319053749119358	2	22	1	14	2	3.16342087934014	2	7.35185697450979	0.8875	40
151	0.671487603305785	0.611111111111111	0.227272727272727	0.333333333333333	4	0.354166666666667	0.291666666666667	0.322916666666667	0.354166666666667	0.291666666666667	-0.0185576324581329	0.573528077969151	0.581298192227351	0.666511971673628	-0.016330246758485	0.45880653955979	0.467502357460767	0.526986766743396	-0.0202849642837833	0.457770191287682	0.468550622920381	0.529149051621052	7	18	5	12	9	2.66444530043781	9	15.7832921664284	0.395348837209302	43
161	0.336734693877551	0	0	0	2	0.625	1e-04	0.31255	0.625	0.604166666666667	0.144809910294746	1	1	0.188571428571429	0.557884609106001	1	1	0.19055038897584	0.00116418356471784	1	1	0.318677532788947	0	16	0	11	2	0.0782938736345062	2	0.0969982240048526	0.888888888888889	27
162	0.401234567901235	0.155864197530864	0.333333333333333	0.166666666666667	3	0.0924369747899159	1e-04	0.046268487394958	0.416666666666667	0.4375	0.108359133126935	0.22488038277512	0.130681818181818	0.287581699346405	0.135402268855158	0.103848862570855	-0.0364948983182303	0.293532104513743	0.0945165097804303	0.0555326215761417	-0.0430531187209557	0.30560340667727	4	16	5	10	5	4.61727875091207	5	18.3493397166511	0.819444444444444	36
165	0.367768595041322	0.0512465373961217	0.0909090909090909	0.0526315789473685	3	0.603603603603604	1e-04	0.301851801801802	0.666666666666667	0.458333333333333	0.767177936141456	0.91224560622825	0.623083859332732	0.176874003189793	0.71168118990665	0.932726664282017	0.766670319927437	0.177075109206018	0.467006033784807	0.895545684598633	0.80402345613197	0.309181725462359	2	16	0	11	5	3.2117795830966	5	2.43831170684185	0.683333333333333	30
166	0.498046875	0	0.3125	0	2	0.228915662650602	1e-04	0.114507831325301	0.479166666666667	0.479166666666667	0.534852948236208	0.719797326490266	0.397604107244723	0.237148268398268	0.544653991604761	0.781487787712985	0.520118309465125	0.232281825966619	0.416437095734227	0.718661042626882	0.517894377252966	0.292433830146389	3	18	2	11	2	0.0765169944232405	2	6.33821331658899	0.757142857142857	35
167	0.060546875	0.357777777777778	0.0625	0.0666666666666667	3	1e-04	0.541666666666667	0.270883333333333	0.5625	0.541666666666667	0.143562070375892	0.744475657095785	0.701642893120854	0.2162379495736	0.457214357451462	0.867999797824122	0.756809701973512	0.220906348205855	0.024124004810378	0.819780309334113	0.815325213906027	0.323715434879863	1	17	1	12	5	3.69957608448515	5	3.32421664893122	0.870967741935484	31
169	0.0950000000000001	0.291383219954648	0	0.142857142857143	4	0.5	0.342036553524804	0.421018276762402	0.5	0.375	0.0331380578558281	0.652764084566283	0.640862981261145	0.203740433008726	-0.0175515393082238	0.811986384138041	0.815229392714811	0.321837324630798	-0.0210121340066186	0.808518874610242	0.81245950071293	0.321001342250427	2	22	1	15	9	2.91103166032369	9	7.86980230185706	0.890243902439024	41
174	0.326530612244898	0.595	0.19047619047619	0.65	3	0.263157894736842	1e-04	0.131628947368421	0.395833333333333	0.1875	0.0753060008441835	0.184790978841984	0.118401306916399	0.470320736174395	0.0227116165208185	0.251114278710496	0.233710607892991	0.490568928780538	0.0503864589941323	0.22970285891686	0.188830921400709	0.472752816327061	10	15	6	9	5	4.89638076464798	5	20.4466828333109	0.682926829268293	41
175	0.75125	0.678200692041522	0.45	0.529411764705882	12	0.250780437044745	0.123209169054441	0.186994803049593	0.3125	0.333333333333333	-0.015175147044968	0.336908692141168	0.346820782808762	0.744797865091983	0.00125973184830289	-0.0402431262067264	-0.0415552064720852	0.634194487490591	-0.00822439498283649	-0.0646081851727047	-0.0559238503555828	0.642216062701209	11	11	6	8	77	17.5409041682009	77	27.220637055906	0.486486486486487	37
178	0.40625	0.625	0.166666666666667	0	4	0.418181818181818	0.625	0.521590909090909	0.625	0.625	0.174825174825175	0.876923076923077	0.850847457627119	0.558712121212121	0.0898707867474583	0.855074185015694	0.840763473060729	0.366867844537918	0.0375191715754125	0.850032899802601	0.844186922203044	0.389324895919156	1	14	1	7	9	11.2685242004681	9	13.1581293677295	0.541666666666667	24
180	0.18	0.351239669421488	0.1	0.0909090909090909	2	0.285714285714286	0.588785046728972	0.437249666221629	0.458333333333333	0.625	0.00668605382632799	0.621590921345406	0.619043827873094	0.254029730003034	0.109101903384401	0.815655064646978	0.793079661912711	0.312885859218914	-0.0376941470918232	0.799899738679056	0.807168362776515	0.338257943325205	3	17	0	11	2	2.85455137412358	2	0.511830594121421	0.854838709677419	31
181	0.640495867768595	0.18375	0.181818181818182	0.2	4	0.375	1e-04	0.18755	0.375	0.375	0.248529414749605	0.674233334349601	0.566494454946828	0.439385822510823	0.354555373844264	0.650322870787678	0.458238375466852	0.364308602251144	0.169412747539094	0.594594524148254	0.511905011002047	0.447114251414524	7	18	1	15	9	6.7183980023715	9	3.8189263316525	0.666666666666667	42
183	0.480609418282548	0.655555555555556	0.0526315789473685	0.333333333333333	4	0.5	0.325842696629213	0.412921348314607	0.5	0.458333333333333	0.338467034463344	0.801169483279327	0.699439745138965	0.587138802889577	0.166427374915988	0.801025484056048	0.761299123847909	0.447631386673623	0.17154689214575	0.799728700807375	0.758258738733757	0.454147667795619	4	17	2	11	9	8.88134453952485	9	7.79126221833539	0.397058823529412	34
184	0.46875	0.0739644970414202	0.25	0.0769230769230769	2	0.304347826086957	1e-04	0.152223913043478	0.5	0.583333333333333	0.241721641847633	0.574150874061631	0.4384	0.307004617349445	0.330682611297241	0.707839184714663	0.563494359751223	0.299140953117617	0.148112426466948	0.63906436464511	0.576310716849673	0.357754482056181	3	16	2	8	2	0.236111682581515	2	7.1579242373923	0.775862068965517	29
185	0.277777777777778	0.493827160493827	0.142857142857143	0.444444444444444	3	0.320754716981132	0.0526315789473684	0.18669314796425	0.416666666666667	0.333333333333333	0.261753741048361	0.466470149641934	0.277300976620302	0.39027489027489	0.166776539834557	0.260686056940189	0.112706280602067	0.421359171782885	0.177563548444777	0.235142966330188	0.0700107805004605	0.412460195102431	7	15	3	13	5	6.85480790776626	5	9.20694894235249	0.705128205128205	39
189	0.336734693877551	0.188365650969529	0.333333333333333	0	2	0.0050761421319797	0.479166666666667	0.242121404399323	0.333333333333333	0.479166666666667	0.00882328909697953	0.370779133335839	0.365177914550773	0.27566778789078	0.134763579516013	0.596921979500737	0.534141176958555	0.329062617674417	-0.0176117838452465	0.554307921130621	0.562021503735694	0.349272396826959	5	18	2	14	2	0.715740370193519	2	6.99946497595062	0.8375	40
